Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/search/sharded,45573,0,87,105.85121972323616,32.81079197768122,1874.3767919950187,56.60140872885261,95.10120072615445,0.0,87,110,120,130,160,180,310,530,1200,1700,1900
,Aggregated,45573,0,87,105.85121972323616,32.81079197768122,1874.3767919950187,56.60140872885261,95.10120072615445,0.0,87,110,120,130,160,180,310,530,1200,1700,1900
