Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/recommendations/:user_id,48877,2717,1100.0,6115.944975606071,16.71780000003764,62245.82910000004,108.57573091638194,40.73647059712066,2.264480033806838,1100,2300,3100,3800,14000,60000,60000,60000,61000,62000,62000
,Aggregated,48877,2717,1100.0,6115.944975606071,16.71780000003764,62245.82910000004,108.57573091638194,40.73647059712066,2.264480033806838,1100,2300,3100,3800,14000,60000,60000,60000,61000,62000,62000
