Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/search/composite_sharded,45800,0,93,96.53802304644306,21.04966703336686,1098.348499974236,22.0,95.46545511502597,0.0,93,100,110,110,130,150,180,240,590,880,1100
,Aggregated,45800,0,93,96.53802304644306,21.04966703336686,1098.348499974236,22.0,95.46545511502597,0.0,93,100,110,110,130,150,180,240,590,880,1100
