Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/recommendations/:user_id,156093,1408,420.0,1843.589972936638,19.00789999990593,62375.07959999999,107.51913282466222,130.112792786071,1.1736516835654895,420,570,840,1200,2800,5300,18000,48000,60000,62000,62000
,Aggregated,156093,1408,420.0,1843.589972936638,19.00789999990593,62375.07959999999,107.51913282466222,130.112792786071,1.1736516835654895,420,570,840,1200,2800,5300,18000,48000,60000,62000,62000
