Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/search,213052,0,37,43.29170453407018,18.805200001224875,628.5013000015169,22.0,237.0453316805754,0.0,37,41,45,48,63,84,120,150,280,500,630
,Aggregated,213052,0,37,43.29170453407018,18.805200001224875,628.5013000015169,22.0,237.0453316805754,0.0,37,41,45,48,63,84,120,150,280,500,630
